,data,flag
344,nadal and djokovic rivalry heads to rome rafa nadal and novak djokovic will have little chance to reflect on their epic madrid final as they cross the mediterranean to continue their burgeoning rivalry as top seeds in this week's rome masters.,0
345,"islanders 6, rangers 2: islanders batter the rangers, and slow their playoff push the rangers are fighting for their postseason lives with four games left.",0
346,"rivera on smith: 'we'll make the decision that's best for the carolina panthers' amid rumors that longtime panthers wr steve smith wants out of charlotte, the club's new head coach didn't sound like he's desperate to keep ...",0
347,"michigan mauls tennessee in 75-45 rout zack novak scored 14 points, including two three-pointers in a decisive spurt to start the second half, and michigan beat listless tennessee ...",0
348,bennett: kitna should compete with tony romo for cowboys qb job tony romo won't just be handed his job back if teammate martellus bennett plays a role in the decision.,0
349,"confounding jeter derek jeter has faced 1,162 pitchers through friday in his 17-year career. none have stymied him more than these seven pitchers.",0
350,horton is bruins' finishing touch boston's nathan horton scored his second game 7-winning goal of the postseason ' a feat no other n.h.l. player had ever accomplished in one year.,0
351,"pacers stun knicks and snap six-game skid the indiana pacers shocked the new york knicks with a convincing 106-93 victory on sunday, ending a six-game losing streak despite playing without leading scorer danny granger.",0
352,"disneyland paris shuts ride after accident: official the disneyland paris theme park closed its ""thunder mountain"" train ride on monday after a piece of scenery fell onto one of the carriages and injured five people, one seriously, a state official told reuters.",1
353,middle east: bahrain: court sentences shiite cleric to 20 years a security court has sentenced a prominent shiite cleric and eight others to 20 years in prison for kidnapping a police officer.,1
354,"letter from washington: the indispensable man at the treasury timothy f. geithner, the 49-year-old treasury chief, is unrivaled in economic policymaking in the administration, commands respect in asia and europe and is a presidential favorite.",1
355,"ouattara forces say attack gbagbo abidjan residence fighters loyal to presidential claimant alassane ouattara attacked the residence of incumbent laurent gbagbo in abidjan early on friday and seized control of ivory coast's state television, a ouattara spokesman said.",1
356,at war: how to ensure fiscal responsibility ... in a war zone visual diary: incoming tax,1
357,"cuba's raul castro says he's in good shape at 80 a day before his 80th birthday, cuban president raul castro declared himself in better shape than many men 20 years younger and asked the ladies to comment on his looks.",1
358,yemen officials: 38 killed in capital fighting yemeni security and medical officials say 38 people have been killed in fighting between powerful anti-regime tribes and president ali abdullah ...,1
359,"suicide bomber hits indonesian mosque, wounds 28 a suicide bomber blew himself up in an indonesian mosque friday, wounding 26 people in militants' first attack against a mosque in the predominantly ...",1
360,"france, germany accept most asylum applicants to eu france and germany took in the most asylum seekers among european union member states during 2010, but the overall total declined slightly from the year before, the eu statistics agency said tuesday.",1
361,"photos show three dead men at bin laden raid house photographs acquired by reuters and taken about an hour after the u.s. assault on osama bin laden's compound in abbottabad in pakistan show three dead men lying in pools of blood, but no weapons.",1
362,op-ed contributor: portrait of a despot posters of despots all over the arab world are being torn down by their not-so-adoring peoples ' protesters who have been emboldened by freedom's fervor.,1
363,"death toll in mexican mass graves rises to 116 the toll of murder victims buried in a series of mass graves in northern mexico has risen to 116, mexico's attorney general said on tuesday, blaming the atrocity on the brutal zetas drug cartel.",1
364,"islamists are elated by revolts, cleric says a top propagandist for al qaeda said in a video posted on the web that islamists had been elated by the protests around the arab world.",1
365,"the lede: the french reaction to i.m.f. chief's arrest the arrest of the i.m.f. chief, dominique strauss-kahn, for an alleged sexual attack of a maid at a new york hotel sent tremors through the french media and blogosphere on sunday.",1
366,"syrians chant ""freedom,"" receive wounded in suburb hundreds of syrians chanted ""freedom"" as they gathered late saturday in the damascus suburb of douma to receive protesters wounded when they confronted security forces the day before, a witness said.",1
367,"syria's assad names new pm, faces defiant suburb thousands of syrians called for freedom at the funeral of eight protesters sunday, a witness said, after president bashar al-assad named a former agriculture minister to form a new government.",1
368,"thousands call for freedom in syria, 3 killed in unrest syrian security forces killed at least three protesters in a damascus suburb on friday, witnesses said, as thousands turned out in pro-democracy marches despite a reform gesture by president bashar al-assad.",1
369,"asia: china: tainted milk may be intentional investigators have found that tainted milk that killed three children in northwest china appeared to be a case of intentional poisoning, and they have detained a suspect, state media said monday.",1
370,"pro-democracy protests sweep syria, 22 killed protests erupted across syria against the rule of president bashar al-assad on friday and sources said 22 people were killed in the southern city of deraa, the cradle of the unrest.",1
371,"syrian forces fire at mourners after mass funeral syrian security forces opened fire on mourners near a mosque in the flashpoint city of deraa after a mass funeral for pro-democracy protesters, two witnesses said on saturday.",1
372,"bin laden's likely heir is viewed as organizer, not as inspiring figure experts say al qaeda's no. 2 leader, ayman al-zawahri, may have a harder time selling his jihadist ideology without the charismatic presence of his predecessor.",1
373,europe: european lawmakers resign after accusations of bribery two european parliament lawmakers have resigned and a third has stepped down from his position in his party after a report that they had accepted bribes for legislation.,1
374,"assad loyalists kill three in coastal syrian city: activist irregular forces loyal to syrian president bashar al-assad on sunday killed three people in banias, a local human rights activist said, after pro-democracy protests flared in the mostly sunni city on the mediterranean.",1
375,"anti-nuclear germans protest on eve of state vote more than 200,000 people took part in anti-nuclear protests in germany on saturday on the eve of state elections where criticism of chancellor angela merkel's nuclear policies has already given her opposition the edge.",1
376,"gbagbo loyalists regain ground in ivory coast laurent gbagbo remained under siege at his residence, but his forces took back territory and recaptured state television and radio from alassane ouattara's supporters.",1
377,"portugal edges toward financial collapse after government quits portugal's financial collapse appeared inevitable on thursday, as markets took the government's resignation as proof the debt-heavy country will ...",1
378,"taliban breach afghan prison; hundreds free the taliban staged a bold prison break in afghanistan, freeing nearly 500 prisoners, officials said.",1
379,"mexicans seek mass grave victims at border morgue bereft mexican families stand clutching photographs of loved ones, weeping outside a morgue on the country's northern border in search of victims of the worst mass killings in mexico's drug war.",1
380,russia: 10 militants said to be killed in north caucasus russian security forces said on friday that at least 10 islamist militants had been killed in a special operation in russia's volatile and mostly muslim north caucasus region.,1
381,"in majorca, atoning for the sins of 1691 a small group gathered in majorca for a memorial ' a special 15th-century prayer of kaddish for 37 jews burned there 320 years ago.",1
382,"7 killed by afghans angry over quran burning afghans angry over the burning of a quran at a small florida church stormed a u.n. compound in northern afghanistan on friday, killing seven ...",1
383,"magnitude 6.6 earthquake hits northwest japan: report a strong earthquake with a preliminary magnitude of 6.6 struck northwestern japan on saturday after a massive quake hit northeastern japan, nhk reported.",1
384,"the lede: video of protests and gunfire in syria although independent reporting inside syria is still blocked by the government, video posted online by syrian activists appears to offer glimpses of new protests and clashes on friday.",1
385,poles see obama visit through lens of generation the sympathy and respect for the united states held by those who lived through world war ii resonate little among a younger generation.,1
386,"oman protesters push political, pay demands demonstrators pressed their political and labor demands on tuesday across the gulf state of oman, where a string of concessions by veteran ruler sultan qaboos bin said have failed to halt a wave of unrest.",1
387,"egyptians honor activist whose death sparked revolt hundreds of egyptians took to the streets on monday and stood in silence in memory of activist khaled said, beaten to death outside an internet cafe exactly a year ago by two police officers in the coastal city alexandria.",1
388,book on gandhi stirs passion in india joseph lelyveld's new biography has been banned in part of india because of its discussion of an intimate relationship between gandhi and another man.,1
389,two hundred baathists resign in syria's deraa two hundred members of syria's ruling baath party from the province of deraa and surrounding regions resigned on wednesday in protest against an attack by security forces on the southern city.,1
390,"british jets strike military barracks in tripoli british jets hit a military barracks in the libyan capital early sunday, further intensifying nato pressure on libyan leader moammar gadhafi ...",1
391,"crime wave in egypt has people afraid, even the police mounting disorder, from jailbreaks to sectarian strife to soccer riots, is causing economic and political worries in post-revolutionary egypt.",1
392,"op-ed contributor: the long overdue palestinian state palestine's admission to the united nations will pave the way for the internationalization of the conflict as a legal matter, not only a political one.",1
393,"asia: afghan militants attack on border with pakistan up to 200 militants from afghanistan crossed into northwestern pakistan on wednesday and engaged in a gun battle with security forces, local officials said.",1
394,"cambodia, thailand agree to ceasefire after clashes thailand and cambodia agreed to a ceasefire on thursday after a week of clashes that killed at least 15 people, wounded scores and sent more than 60,000 into evacuation shelters in southeast asia's deadliest border dispute in years.",1
395,kurds renew their movement for rights and respect in turkey turkey's kurds have begun a fresh push to achieve true freedom of representation and the right to be educated in their mother tongue.,1
396,"china bank bomb injures 39 a petrol bomb set off on friday by a disgruntled former employee at a rural bank in a tibetan region of northwestern china's gansu province caused 39 injuries, xinhua news agency and the local government said.",1
397,"crackdown was only option, bahrain sunnis say defenders of the government and its crackdown say urgent measures were needed to prevent economic calamity.",1
398,"israel braces for flare-up as gazan rockets hit palestinian rockets struck two cities deep in israel on wednesday, wounding a resident and prompting prime minister benjamin netanyahu to threaten lengthy ""exchanges of blows"" with the hamas-ruled gaza strip.",1
399,"""banker to the poor"" loses final appeal against dismissal bangladesh's supreme court on thursday rejected a final appeal by ""banker to the poor"" nobel laureate muhammad yunus against his dismissal as managing director of grameen bank, the micro-lender he founded.",1
400,belgian bishop admits abusing second nephew a former belgian bishop at the center of one of the catholic church's biggest pedophile scandals said thursday that he had abused two nephews and insisted he had no plans to abandon the priesthood.,1
401,room for debate: the taliban jailbreak and afghanistan's future what does the escape of nearly 500 militants say about the ability of afghan forces to secure their country?,1
402,"syrian army kills 38 in north, reports say security forces appeared to redeploy from other towns to join the latest front in the harsh crackdown on a three-month-old popular uprising against the government.",1
403,japan asks another nuclear plant to shut down its reactors the japanese prime minister said friday that he has ordered a nuclear plant closed until it can build stronger defenses against earthquake and tsunami risks.,1
404,"middle east: west bank: france tries to restart talks the french foreign minister, alain jupp??, met with the palestinian and israeli prime ministers in a last-ditch effort to revive peace negotiations.",1
405,"egypt's army says has no plans to pardon mubarak egypt's ruling military council on wednesday dismissed speculation it would pardon former president hosni mubarak, who is under investigation for graft and abuse of power, and said it does not interfere in judicial affairs. mubarak, 83, is detained in a hospital in the red sea resort of sharm el-sheikh after officials said he had heart problems. his wife, suzanne, who also fell ill when ordered detained, was freed on tuesday after giving up assets but faces a graft probe.",1
406,clash outside palace in bahrain intensifies police fired rubber bullets and tear gas at protesters near bahrain's royal palace who demanded that the monarchy give up power.,1
407,"the americas: mexico: man suspected of leading a drug cartel is killed in a shootout one of the most wanted figures in the drug war was killed in a shootout with the mexican navy on wednesday, an official said.",1
408,"syrian forces beat protesters at mosque: witness syrian security forces and president bashar al-assad loyalists attacked protesters with batons as they left the rifaii mosque in the kfar sousseh district of damascus after friday prayers, a witness said.",1
409,gadhafi regime hands weapons to civilians government spokesman moussa ibrahim said last week that hundreds of thousands of rifles were being distributed to civilians to defend the home ...,1
410,"ivorians flee abidjan violence in their thousands thousands of ivorians fleeing violence in the commercial capital abidjan gathered in its main bus station on sunday, crowding onto buses carrying suitcases full of belongings they had salvaged to head to the countryside.",1
411,"politicus: west does nothing at its own peril iran has profited from the ouster of hosni mubarak, who represented an arab bulwark against tehran's nuclear weapons ambitions and the mullahs' allies, hezbollah and hamas.",1
412,"pakistani hill town astonished by bin laden's death residents of the pakistani town of abbottabad were jolted from their sleep on sunday night by the boom of explosions, unaware the hunt for the world's most wanted man was coming to a bloody end in their sleepy hills.",1
413,"radioactivity rises in sea off japan nuclear plant levels of radioactivity have risen sharply in seawater near a tsunami-crippled nuclear plant in northern japan, possibly signaling new leaks ...",1
414,"yemeni troops clash with defectors, 3 soldiers die yemeni troops loyal to the country's embattled president attacked the camp of a senior military commander-turned-defector in the capital sanaa ...",1
415,certainties of modern life upended in japan tokyo residents are learning that things they have taken for granted can quickly slip beyond their reach.,1
416,"egypt's military confirms travel ban on mubarak egypt's military command said monday that the ousted president, hosni mubarak, was banned from leaving the country and that it would soon lift a detested emergency law.",1
417,second syrian lawmaker quits in protest at killings a second syrian lawmaker told al-jazeera television on saturday he was resigning from parliament in protest at the killing of demonstrators.,1
418,"bosses pressed russian judge, official says another former court official says the judge who convicted mikhail b. khodorkovsky in december admitted that the verdict would be dictated to him by his superiors.",1
419,"libya's oil chief ghanem defects, in rome now libya's top oil official shokri ghanem appeared in rome on wednesday, saying he had defected because of relentless bloodshed under muammar gaddafi's rule.",1
420,"five women brutally murdered in mexico beach resort five women, all apparently connected to a beauty parlor, were found brutally murdered in the mexican beach resort of acapulco on saturday morning, state police said.",1
421,"afghans describe bin laden as al qaeda's ""no 1 martyr"" afghans in the taliban heartland of southern afghanistan described osama bin laden as al qaeda's ""number one martyr"" after the leader of the hardline group was killed in neighboring pakistan.",1
422,"spain's socialists punished in local elections spain's ruling socialists suffered a crushing defeat in local elections on sunday, punished by voters after a week of protests over the eu's highest unemployment level and a stagnant economy.",1
423,"libyan rebels move west toward sirte rebels bore down monday on moammar gadhafi's hometown of sirte, where loyalists, including one of gadhafi's sons, were digging in.",1
424,"nato strikes destroy libyan helicopters: rebels nato air strikes destroyed at least two helicopters near the libyan town of zintan as government forces transported them on trucks, a rebel spokesman in zintan told reuters on thursday.",1
425,"colombia says rebel camps gone from venezuela colombian rebels no longer have camps in venezuela, colombian president juan manuel santos said, in a sign of greatly improved ties the year after the two countries' spat over the guerrillas raised fears about regional stability.",1
426,asia: nepal: u.n. condemns rebel's posting the united nations condemned nepal's appointment of a former maoist rebel as a government minister while he was still a suspect in a kidnapping and murder case.,1
427,"yemen's saleh calls for early elections yemen's entrenched president ali abdullah saleh called for early presidential elections in a speech to a pro-government rally friday, though he gave no details on when or how the election would take place.",1
428,"russia says kills al qaeda militant in north caucasus russian security forces have killed an arab militant they say is al qaeda's top emissary to an islamist insurgency in russia's north caucasus region, russian news agencies said friday.",1
429,students demonstrate in syria thousands of students held demonstrations wednesday against syria's dictatorship despite president bashar assad's demand that people leave the ...,1
430,"vatican sanctions belgian bishop who abused nephew the vatican has sanctioned a belgian bishop who resigned last year after admitting he had sexually abused his nephew, by saying he can no longer ...",1
431,"five women brutally murdered in mexico beach resort five women, all apparently connected to a beauty parlor, were found brutally murdered in the mexican beach resort of acapulco on saturday morning, state police said.",1
432,"south african president: gadhafi ready for truce moammar gadhafi is ready for a truce to stop the fighting in his country, the visiting south african president said monday after meeting the ...",1
433,"currents: the hue losing its purview as america gets more diverse and its various racial groups emerge stronger, there is a palpable anxiety in certain white quarters that something is being lost.",1
434,"prayers test syria's assad's response to protests the syrian army deployed overnight in the flashpoint city of homs, witnesses said, ahead of friday prayers that have been marked by intensifying protests in the last five weeks against authoritarian rule.",1
435,"china census shows population aging rapidly china's population is aging rapidly, the government said thursday, though its leaders are refusing to relax strict family planning controls that ...",1
436,"protest erupts in syria's homs despite new law syrians took to the streets in large numbers again on wednesday in the central city of homs, where activists say more than 20 pro-democracy protesters have been shot dead since monday by soldiers and irregular forces.",1
437,"syria's assad ends state of emergency president bashar al-assad ended syria's state of emergency, in effect for nearly 50 years, on thursday in an attempt to defuse mass protests against his authoritarian rule that have gripped syria for over a month.",1
438,"syria lifts emergency but police arrest leftist the syrian authorities' arrest of a leftist opposition figure overnight suggests that a bill passed by the government to end emergency rule after 48 years will not halt repression, rights campaigners said on wednesday.",1
439,"as iraqi militants flee, families are targets of blood reckoning tribal leaders say that scores of family members of insurgents have been attacked and killed in recent years as iraqis turned against al qaeda and other militant groups.",1
440,"syria's assad seeks to curb prayer protests syrian president bashar al-assad's efforts to contain an unprecedented wave of protests face a key test on friday, after he unveiled a new cabinet and ordered detainees released in a bid to ease tensions.",1
441,"women march in syria to demand jailed men be freed hundreds of women from a syrian town that has witnessed mass arrests of its men marched along syria's main coastal highway on wednesday to demand their release, human rights activists said.",1
442,letter of hitler's first anti-semitic writing may be the original the simon wiesenthal center in los angeles has acquired what may be the original version of the first written record of adolf hitler's obsessive hostility toward jews.,1
443,"syrian forces storm town after protest say activists syrian security forces stormed a town near the city of banias on tuesday, activists said, in an operation aimed at quelling unrest that has spread across the country and challenged the rule of president bashar al-assad.",1
444,"syrian forces seal off banias, tension mounts syrian security forces sealed off the coastal city of banias following pro-democracy protests and killings by irregulars loyal to syrian president bashar al-assad, witnesses said on monday.",1
445,thousands demand overthrow of assad after deaths thousands demanded the overthrow of president bashar al-assad on monday at the funerals of 17 protesters killed in the syrian city of homs as pro-democracy protests intensified despite a promise to lift emergency law.,1
446,"syria protesters call for freedom after assad pledge thousands of syrians chanted slogans calling for greater freedom at independence day rallies on sunday, witnesses said, a day after president bashar al-assad promised to lift emergency law.",1
447,"egypt security officials held in protest shootings egypt has jailed four top security officials accused of ordering police to shoot and kill protesters during country's 18-day uprising, which ...",1
448,syria's assad vows to lift emergency law by next week president bashar al-assad said on saturday emergency law in place for almost 50 years in syria would be lifted by next week but ignored popular demands to curb the security apparatus and dismantle its authoritarian system.,1
449,"syria protests sweep into capital, defying assad protests against syrian president bashar al-assad swept into the capital, damascus, on friday for the first time since a growing wave of pro-democracy unrest began to put pressure on his 11-year rule.",1
450,"nato strikes hit weapon depots near zintan: resident nato airstrikes hit weapons depots belonging to forces loyal to libyan leader muammar gaddafi near the town of zintan on friday, a resident said.",1
451,"japan government losing public trust as nuclear crisis worsens public trust in the japanese government faces its biggest test since world war two over the handling of the nation's nuclear crisis, raising concerns that a breakdown in confidence could fuel panic and chaos if appeals for calm go unheeded.",1
452,yemeni president wounded in palace attack it was the first time that president ali abdullah saleh had been the target of an attack during months of political turmoil.,1
453,u.s. military: libya vote won't impact japan mission the u.s. military said a vote by the u.n. security council on thursday authorizing a no-fly zone over libya would not negatively impact its massive relief mission in japan.,1
454,"many still without power after japan aftershock more than 450,000 households were without power on friday in the wake of thursday's strong aftershock that raised fears of new strains on japan's crippled nuclear plant.",1
455,"blackout hits most venezuelan states, caracas blackouts hit most of venezuela on thursday, affecting an oil refinery and the caracas metro in a growing headache for president hugo chavez months after electricity rationing dented his popularity.",1
456,"the saturday profile: 'atomic anne' keeps france spinning anne lauvergeon is the embattled boss of one of france's largest nuclear enterprises, areva.",1
457,"blackout hits most venezuelan states, caracas blackouts hit most of venezuela on thursday, affecting oil output and the caracas metro transit system in a major headache for president hugo chavez months after electricity rationing hurt his popularity.",1
458,"thousands of thai ""red shirts"" commemorate bangkok unrest thousands of red-shirted anti-government protesters gathered on sunday in bangkok's old quarter to mark the one-year anniversary of a violent confrontation with the military in which 26 people were killed and more than 800 wounded.",1
459,"british tabloid apologizes to actress for hacking the newspaper admitted to intercepting the actress's cellphone messages and using them to publish articles about her private life, a practice that was apparently pervasive at the paper.",1
460,"suspected u.s. missile strike kills 22 militants in pakistan missile attacks by suspected u.s. drone aircraft killed at least 22 militants in pakistan's waziristan region on wednesday, intelligence officials said, as the u.s. military steps up pressure on remnants of al qaeda and the taliban sheltered there.",1
461,the lede: reporter witnessed mass arrests in syria a british journalist who entered syria posing as a tourist described his brief detention in the city of homs in several interviews on wednesday.,1
462,"eu mulls nuclear-free future, tests on reactors europe is considering ""stress testing"" its nuclear power stations to check they can cope with crises, while its energy chief on tuesday even raised the prospect of a nuclear-free future.",1
463,"the lede: netanyahu to confront obama with 'reality,' israelis say israeli officials told reporters on friday that president obama 'does not understand the reality in the mideast.'",1
464,"belarus officials' details on bombing raise questions, too the authorities on thursday released surveillance images they said showed the attacker carrying the bomb that killed 12 people and injured nearly 200.",1
465,"africa: ivory coast: rebels claim major city forces loyal to the internationally recognized president claimed to have seized a major city, duekoue, near the liberian border.",1
466,"german confesses to being al qaeda member a german man believed to have given information to the country's intelligence services about possible terror attacks in germany confessed in court on thursday to being a member of al qaeda, his lawyer said.",1
467,islamic world quiet as bin laden chapter closes voices across the islamic world are now relatively muted in sharp counterpoint to the rage and shame ' or hero-worship ' that osama bin laden ...,1
468,gadhafi forces shell port a medical official says libyan ruler moammar gadhafi's forces have bombarded an area near the port of misrata while an international aid ship ...,1
469,european discomfort grows about bin laden killing european happiness with the death of osama bin laden was tempered on wednesday by details showing he was unarmed when shot dead and qualms about whether torture of prisoners helped u.s. forces track him down.,1
470,"in syria, demonstrations are few and brief syrians have recently engaged in a few public demonstrations, but the government clamped down immediately and fiercely",1
471,"qatar quits effort to mediate end to yemen crisis qatar has pulled out of the effort to mediate an end to yemen's political crisis, blaming the country's embattled president for the impasse.",1
472,"special report: : find a sponsor to pay for that m.b.a. while most students take out loans and scholarships, dip into savings or ask parents for help to pay for an m.b.a., by far the best deal is having a current employer pay the bills.",1
473,"voting begins in singapore polls singaporeans began voting on saturday in the most hotly contested parliamentary election since independence, although analysts say the ruling people's action party (pap) is almost certain to be returned to power in the wealthy city-state.",1
474,"arab league delays summit by year to march 2012 an arab league summit originally planned for march this year has been delayed by 12 months at the request of its host, iraq, arab league secretary-general amr moussa told reuters on thursday.",1
475,"elderly israeli tycoon in iran scandal dies israeli shipping mogul sammy ofer, whose business empire is at the center of a scandal over trade with iran, has died after a long illness, a family representative said on friday.",1
476,hamas unity bid on netanyahu's london-paris agenda israeli prime minister benjamin netanyahu plans to use a visit to britain and france to portray palestinian president mahmoud abbas's unity deal with hamas islamists as a blow to already dim prospects for peace.,1
477,"attacks on media intense in middle east unrest journalists have been suppressed in popular uprisings in the middle east and north africa in more than 500 attacks, some of them deadly, according to a media rights watchdog.",1
478,greek policemen suspended in brutality probe three greek policemen were suspended in a brutality investigation on thursday and thousands marched to parliament to protest against the serious injury of a demonstrator during a strike protest a day before.,1
479,"japan nuke workers risk their lives, garner nation's respect volunteer force of plant workers tries amid high levels of unseen radiation to keep the plant's reactors from melting down.",1
480,gadhafi supporters rally in libyan capital libyan leader moammar gadhafi's forces intensified their campaign to take strategic heights in a western mountain range and targeted a road that ...,1
481,pakistani rape victim fears silence after acquittal a pakistani woman who was gang-raped and became a human rights campaigner says she worries other women will not speak out after pakistan's highest court upheld her alleged attackers' acquittals.,1
482,"kremlin head wants new nuclear rules post-chernobyl russian president dmitry medvedev, speaking at the site of the chernobyl nuclear disaster in ukraine, called on tuesday for new world rules to be drawn up on safety at nuclear plants.",1
483,"the lede: march 13 updates on earthquake aftermath in japan on sunday, the lede continues to supplement reporting from our colleagues in japan on the aftermath of the devastating earthquake and tsunami that struck the country on friday.",1
484,"william craig, politician in northern ireland, is dead at 86 mr. craig surged to international attention in the 1970s as the leader of the ulster vanguard, a right-wing umbrella group for protestant partisans opposed to irish nationalism.",1
485,"u.n. chief ban hails bin laden death as ""watershed"" u.n. secretary-general ban ki-moon on monday hailed osama bin laden's death as a key turning point in the world's struggle against terrorism.",1
486,"qaddafi and his forces warned on war crimes the international criminal court prosecutor warned col. muammar el-qaddafi that if he attacked the eastern city that is the rebels' base or any other towns, he would be committing war crimes.",1
487,"australia: asylum seekers riot on island more than 200 rioters burned buildings and tried to escape a crowded offshore detention center in an escalation of protests there to gain asylum in the country, officials said friday.",1
488,"official death toll from japan quake & tsunami tops 9,000: kyodo the official death toll from the devastating earthquake and tsunami that hit japan earlier in the month has now exceeded 9,000, kyodo news agency quoted the national police as saying on tuesday.",1
489,editorial: the g-8's self-serving math the g-8 seems determined to fudge the numbers rather than admit to a broken promise.,1
490,"north and south sudan to start abyei talks northern and southern sudanese representatives will meet on saturday to try to defuse tensions over the disputed abyei region, officials said, with just six weeks left before the south is set to secede.",1
491,"south sudan says 80,000 flee after north takes abyei alel bol fled with four of her six children when armed northerners on motorbikes roared into her home in sudan's contested abyei border region and, she said, bombs started falling from the sky.",1
492,polls mean unhappy first birthday for uk coalition britons voted on thursday in a referendum on electoral reform that has split the year-old coalition government and raised doubts about whether the partnership will last.,1
493,"pakistan media ridicules military after attack on naval air base pakistan's military was ridiculed and accused of complicity in the media on tuesday after a small group of militants laid siege to a naval air base, holding out for 16 hours against hundreds of commandos and rangers.",1
494,"u.n. rights group calls on china to release lawyer a united nations human rights agency demanded on monday that the chinese government immediately release gao zhisheng, who has been detained for nearly a year.",1
495,"lag in closing plant highlights problems in japan a test of wills over the weekend pitted japan's leader against one of its most coddled interest groups, the nuclear power industry.",1
496,"jordan protesters set up camp in amman more than 1,000 pro-democracy demonstrators set up a camp in the jordanian capital in conscious imitation of tahrir square in cairo, saying they would stay until they saw real change.",1
497,"in crackdown by chinese, a new arrest a rights activist has been formally arrested and charged with inciting subversion against the state, an advocacy group said.",1
498,"europe: greece: tax official fired for failing to increase revenues the finance minister has fired the country?s top tax official for failing to increase revenue collections, efforts seen as critical if greece is to meet its debt obligations, ministry officials said.",1
499,"middle east: iran: panel rules president overreached, report says the guardian council has ruled that president mahmoud ahmadinejad overstepped his authority by assuming control of the oil ministry when he fired the oil minister a week ago.",1
500,"from poland, satellite tv tries to pierce the belarus media muzzle for 17 hours a day, a team of nearly three dozen poles and belarussians broadcast into a country whose media are tightly controlled.",1
501,"venice tries to balance effects of visits by big ships in 1999, fewer than 100,000 people visited venice as part of a cruise; last year, there were nearly 1.6 million.",1
502,survivors of japan quake take stock eijirou miura made his way down a hill to see what had become of his town. such scenes were common as survivors crept around ruins.,1
503,"middle east: gaza: israel replies with strikes israel launched five airstrikes at the gaza strip two days after hamas militants fired dozens of mortar shells and rockets at israel, witnesses and militant groups said.",1
504,"methane blasts in pakistan coal mine kill 6, over 50 trapped methane gas sparked explosions inside a coal mine in pakistan's southwestern province of baluchistan on sunday, killing at least six miners and trapping over 50 whose chances of survival seem slim, a government official said.",1
505,"time running out to prepare afghan security forces - oxfam almost a decade of neglect has raised serious concerns about whether afghan security forces will be ready to take over from foreign forces by the end of 2014, a new report said on tuesday, with serious concerns remaining about rights abuses.",1
506,"europe: berlusconi prostitution trial starts but is adjourned neither prime minister silvio berlusconi nor the underage woman he is accused of having sex with were present at the proceedings, which a judge adjourned until may 31.",1
507,"venerable art dealer is enmeshed in lawsuits wildenstein, the international art gallery, is fending off criminal investigations and multiple lawsuits.",1
508,social media map plots a japan beyond geography these maps of japan will never appear in a standard atlas.,1
509,"libya rebels show off arms captured at border post ibya border  - libyan rebels showed off weapons captured from muammar gaddafi's fleeing soldiers on friday, a day after seizing a remote border crossing with tunisia.",1
510,"fukushima plant workers evacuated after quake: operator engineers working at tokyo electric power co's fukushima daiichi nuclear power plant, which was badly damaged by the march 11 quake and is leaking radiation, have been evacuated following an earthquake late on thursday, operator tokyo electric officials told a televised news conference.",1
511,"strikes destroy 30 percent of libya military power: nato western powers have destroyed nearly a third of libyan leader muammar gaddafi's military power since launching a military campaign against him last month, nato officials said on tuesday.",1
512,"pro-ouattara forces take ivorian capital forces loyal to alassane ouattara seized the capital of ivory coast and advanced toward the coastal cities of abidjan and san pedro on wednesday, in a dramatic push aimed at toppling incumbent leader laurent gbagbo.",1
513,"heavy fighting after ouattara troops reach abidjan heavy weapons fire rang out in central abidjan on thursday after presidential claimant alassane ouattara's forces marched into ivory coast's main city, and his camp said incumbent laurent gbagbo had just hours left in power.",1
514,"gaddafi's entourage sends out secret peace feelers members of muammar gaddafi's entourage are putting out feelers to seek a ceasefire or safe passage from libya, according to u.s. and european officials and a businessman close to the libyan leadership.",1
515,"in libyan rebel capital, shouts of thanks to america and the west in benghazi, libya's rebel capital, westerners are treated with a warmth and gratitude rarely seen in any muslim country.",1
516,"in setback, radioactive water is leaking directly into sea, japan says although higher radiation levels had been detected in nearby ocean waters before, a breach found saturday was the first identified direct leak of such high levels into the sea.",1
517,brazil's supreme court recognizes gay partnerships brazil's federal supreme court on thursday legally recognized homosexual partnerships in a landmark case for gay rights in a country with the world's largest population of roman catholics.,1
518,kampala journal: pulling out all the stops to push an antigay bill a leading religious figure in uganda tried last week to get parliament to pass a tabled bill whose measures included calling for the execution of gays under some circumstances.,1
519,"the lede: bahrain activist starts hunger strike the daughter of a detained human rights activist in bahrain began a hunger strike on monday, calling on the authorities to release her father and other members of her family who have been arrested.",1
520,berlusconi's court battles resume without him italian prime minister silvio berlusconi will not be in court when his trial on charges of paying for sex with an underage teenager opens in milan on wednesday.,1
521,"police kill protesters in major ivory coast city as volleys of bullets flew in abidjan tuesday, the abobo district, home to over a million people, appeared to be slipping from laurent gbagbo?s grasp.",1
522,"from libya: engineers break from state-run radio, set up makeshift studio the voice of the revolution resides in a rundown compound of single-story concrete buildings on the outskirts of this city, the de facto capital ...",1
523,photos stoke tension over afghan civilian deaths nato officials fear the release of photographs of soldiers engaged in atrocities will further undermine relations.,1
524,"europe: germany: change to abuse statute under legislation approved by the cabinet on wednesday, germans who were sexually abused as children are expected to have as long as 30 years after they turn 21 to bring accusations in court.",1
